tmdb_id,success,outer_fold,probability_success,threshold,prediction,title,release_year,budget,revenue,revenue_to_budget,error_type,distance_to_target_boundary
50348,1,2,0.8239928483963013,0.54,1,The Lincoln Lawyer,2011,40000000.0,85412898.0,2.13532245,correct,0.13532244999999987
50359,1,3,0.4242896139621734,0.53,0,Hop,2011,63000000.0,183953723.0,2.919900365079365,false_negative,0.9199003650793651
50544,1,2,0.8325061798095703,0.54,1,Friends with Benefits,2011,35000000.0,149500000.0,4.271428571428571,correct,2.2714285714285714
50546,1,1,0.829498827457428,0.56,1,Just Go with It,2011,80000000.0,214945591.0,2.6868198875,correct,0.6868198875
50619,1,4,0.8732768893241882,0.51,1,The Twilight Saga: Breaking Dawn - Part 1,2011,110000000.0,712171856.0,6.4742896,correct,4.4742896
50620,1,4,0.9568665623664856,0.51,1,The Twilight Saga: Breaking Dawn - Part 2,2012,120000000.0,829747654.0,6.9145637833333335,correct,4.9145637833333335
50646,1,3,0.8034528493881226,0.53,1,"Crazy, Stupid, Love.",2011,50000000.0,145079584.0,2.90159168,correct,0.9015916800000001
50839,1,5,0.7483847737312317,0.57,1,Margin Call,2011,3500000.0,19504039.0,5.572582571428572,correct,3.5725825714285717
51540,1,1,0.9321882128715516,0.56,1,Horrible Bosses,2011,35000000.0,209838559.0,5.9953874,correct,3.9953874000000003
51608,1,5,0.4864526689052582,0.57,0,The Man from Nowhere,2010,1255000.0,43059790.0,34.31058964143426,false_negative,32.31058964143426
51739,1,3,0.3543367683887481,0.53,0,The Secret World of Arrietty,2010,23000000.0,149660003.0,6.506956652173913,false_negative,4.506956652173913
51828,1,1,0.8740522265434265,0.56,1,One Day,2011,15000000.0,59400000.0,3.96,correct,1.96
51876,1,1,0.9127420783042908,0.56,1,Limitless,2011,27000000.0,161900000.0,5.996296296296296,correct,3.996296296296296
52449,1,1,0.7421963810920715,0.56,1,Bad Teacher,2011,20000000.0,216197492.0,10.8098746,correct,8.8098746
52451,0,5,0.2244085967540741,0.57,0,The Three Musketeers,2011,75000000.0,132274484.0,1.7636597866666666,correct,0.23634021333333344
52520,1,5,0.7979843616485596,0.57,1,Underworld: Awakening,2012,70000000.0,160112671.0,2.2873238714285717,correct,0.28732387142857174
53182,1,4,0.778577446937561,0.51,1,300: Rise of an Empire,2014,110000000.0,337580051.0,3.0689095545454546,correct,1.0689095545454546
54138,1,3,0.8823249936103821,0.53,1,Star Trek Into Darkness,2013,190000000.0,467381584.0,2.4599030736842105,correct,0.45990307368421046
55301,1,5,0.8854511380195618,0.57,1,Alvin and the Chipmunks: Chipwrecked,2011,75000000.0,342695435.0,4.569272466666667,correct,2.569272466666667
55721,1,5,0.9110540747642516,0.57,1,Bridesmaids,2011,32500000.0,288383523.0,8.87333916923077,correct,6.8733391692307695
55779,1,5,0.8624950647354126,0.57,1,Final Destination 5,2011,40000000.0,157887643.0,3.947191075,correct,1.947191075
55931,1,1,0.1626098155975341,0.56,0,The Animatrix,2003,5000000.0,68000000.0,13.6,false_negative,11.6
56292,1,4,0.9427197575569152,0.51,1,Mission: Impossible - Ghost Protocol,2011,145000000.0,694713380.0,4.79112675862069,correct,2.79112675862069
57158,1,2,0.9024259448051452,0.54,1,The Hobbit: The Desolation of Smaug,2013,250000000.0,958400000.0,3.8336,correct,1.8336000000000001
57165,1,5,0.8509788513183594,0.57,1,Wrath of the Titans,2012,150000000.0,301970083.0,2.0131338866666666,correct,0.013133886666666594
57201,0,2,0.4969418346881866,0.54,0,The Lone Ranger,2013,215000000.0,260502115.0,1.2116377441860464,correct,0.7883622558139536
57212,1,1,0.580657422542572,0.56,1,War Horse,2011,66000000.0,177584879.0,2.690679984848485,correct,0.6906799848484848
57214,1,3,0.7911852598190308,0.53,1,Project X,2012,12000000.0,102731865.0,8.56098875,correct,6.56098875
57800,1,4,0.971196949481964,0.51,1,Ice Age: Continental Drift,2012,95000000.0,877244782.0,9.2341556,correct,7.234155599999999
58233,1,1,0.8887520432472229,0.56,1,Johnny English Reborn,2011,45000000.0,160078586.0,3.5573019111111117,correct,1.5573019111111117
58574,1,3,0.9582927227020264,0.53,1,Sherlock Holmes: A Game of Shadows,2011,125000000.0,334615000.0,2.67692,correct,0.67692
58595,1,4,0.9249192476272584,0.51,1,Snow White and the Huntsman,2012,170000000.0,396600000.0,2.3329411764705883,correct,0.3329411764705883
59436,1,5,0.9002663493156433,0.57,1,Midnight in Paris,2011,17000000.0,151119219.0,8.889365823529412,correct,6.8893658235294115
59440,0,5,0.8157265782356262,0.57,1,Warrior,2011,25000000.0,23300000.0,0.932,false_positive,1.068
59859,1,3,0.92156583070755,0.53,1,Kick-Ass 2,2013,28000000.0,60795985.0,2.1712851785714284,correct,0.17128517857142844
59967,0,3,0.6961230635643005,0.53,1,Looper,2012,30000000.0,47042000.0,1.5680666666666667,false_positive,0.4319333333333333
60304,1,3,0.3568508923053741,0.53,0,Hansel & Gretel: Witch Hunters,2013,50000000.0,226349749.0,4.52699498,false_negative,2.5269949799999996
60308,1,4,0.7260051965713501,0.51,1,Moneyball,2011,50000000.0,110206216.0,2.20412432,correct,0.20412432000000003
60935,0,3,0.8147189021110535,0.53,1,The Thing,2011,35000000.0,31505287.0,0.9001510571428571,false_positive,1.0998489428571427
61791,1,5,0.9148319959640504,0.57,1,Rise of the Planet of the Apes,2011,93000000.0,481800873.0,5.180654548387097,correct,3.180654548387097
62177,1,4,0.4714213907718658,0.51,0,Brave,2012,185000000.0,538983207.0,2.9134227405405406,false_negative,0.9134227405405406
62211,1,2,0.937821924686432,0.54,1,Monsters University,2013,200000000.0,743559465.0,3.717797325,correct,1.7177973249999998
62213,0,2,0.780366837978363,0.54,1,Dark Shadows,2012,150000000.0,245527149.0,1.63684766,false_positive,0.3631523400000001
62214,1,5,0.5559859275817871,0.57,0,Frankenweenie,2012,39000000.0,81493846.0,2.089585794871795,false_negative,0.08958579487179508
62835,0,3,0.7371334433555603,0.53,1,Colombiana,2011,40000000.0,71508440.0,1.787711,false_positive,0.21228899999999995
63311,1,5,0.7147220969200134,0.57,1,The Skin I Live In,2011,13000000.0,33750478.0,2.5961906153846157,correct,0.5961906153846157
64635,0,2,0.519837498664856,0.54,0,Total Recall,2012,125000000.0,198800000.0,1.5904,correct,0.40959999999999996
64682,1,1,0.8262819647789001,0.56,1,The Great Gatsby,2013,105000000.0,351040419.0,3.343242085714285,correct,1.343242085714285
64688,1,1,0.9458267092704772,0.56,1,21 Jump Street,2012,42000000.0,201585328.0,4.7996506666666665,correct,2.7996506666666665
64690,1,5,0.8107834458351135,0.57,1,Drive,2011,15000000.0,79713640.0,5.314242666666667,correct,3.314242666666667
65229,0,4,0.3153023421764374,0.51,0,Tomboy,2011,1000000.0,1424716.0,1.424716,correct,0.5752839999999999
65754,1,3,0.9428625106811525,0.53,1,The Girl with the Dragon Tattoo,2011,90000000.0,232617430.0,2.584638111111111,correct,0.584638111111111
67748,0,1,0.3134952783584595,0.56,0,Snowtown,2011,2000000.0,1349387.0,0.6746935,correct,1.3253065
68718,1,3,0.812989354133606,0.53,1,Django Unchained,2012,100000000.0,425368238.0,4.25368238,correct,2.25368238
68721,1,3,0.922112762928009,0.53,1,Iron Man 3,2013,200000000.0,1215577205.0,6.077886025,correct,4.077886025
68724,1,1,0.260705292224884,0.56,0,Elysium,2013,115000000.0,286140700.0,2.48818,false_negative,0.48817999999999984
68726,1,4,0.9308373928070068,0.51,1,Pacific Rim,2013,180000000.0,411000000.0,2.283333333333333,correct,0.2833333333333332
68728,1,2,0.5714202523231506,0.54,1,Oz the Great and Powerful,2013,200000000.0,491868548.0,2.45934274,correct,0.45934273999999986
68734,1,4,0.8608561158180237,0.51,1,Argo,2012,44500000.0,232300000.0,5.220224719101124,correct,3.2202247191011244
68735,1,1,0.3321290612220764,0.56,0,Warcraft,2016,160000000.0,433677183.0,2.71048239375,false_negative,0.71048239375
70160,1,5,0.9152325391769408,0.57,1,The Hunger Games,2012,75000000.0,694000000.0,9.253333333333334,correct,7.253333333333334
70981,1,1,0.9173173904418944,0.56,1,Prometheus,2012,130000000.0,403354469.0,3.1027266846153845,correct,1.1027266846153845
71552,1,5,0.9582284688949584,0.57,1,American Reunion,2012,50000000.0,234989584.0,4.69979168,correct,2.6997916799999997
71668,0,5,0.7105277180671692,0.57,1,Piranha 3DD,2012,5000000.0,8493728.0,1.6987456,false_positive,0.3012543999999999
71676,1,5,0.842284083366394,0.57,1,Ghost Rider: Spirit of Vengeance,2011,57000000.0,132563930.0,2.3256829824561405,correct,0.32568298245614047
72105,1,1,0.901539981365204,0.56,1,Ted,2012,50000000.0,549368315.0,10.9873663,correct,8.9873663
72190,1,1,0.7455615997314453,0.56,1,World War Z,2013,200000000.0,531865000.0,2.659325,correct,0.6593249999999999
72387,0,1,0.3841080665588379,0.56,0,Safe,2012,30000000.0,40300000.0,1.3433333333333333,correct,0.6566666666666667
72545,1,4,0.9097352027893066,0.51,1,Journey 2: The Mysterious Island,2012,79000000.0,355692760.0,4.50244,correct,2.50244
72559,1,4,0.8885272741317749,0.51,1,G.I. Joe: Retaliation,2013,130000000.0,371900000.0,2.8607692307692307,correct,0.8607692307692307
72570,1,5,0.8627846837043762,0.57,1,The Vow,2012,30000000.0,196114570.0,6.537152333333333,correct,4.537152333333333
72976,1,2,0.9135650992393494,0.54,1,Lincoln,2012,65000000.0,275300000.0,4.235384615384615,correct,2.235384615384615
73723,1,3,0.7688409090042114,0.53,1,The Lorax,2012,70000000.0,349305397.0,4.9900771,correct,2.9900770999999997
75612,1,5,0.1514887064695358,0.57,0,Oblivion,2013,120000000.0,286168572.0,2.3847381,false_negative,0.38473809999999986
75656,1,4,0.9760013818740844,0.51,1,Now You See Me,2013,75000000.0,351723989.0,4.689653186666667,correct,2.689653186666667
75674,1,4,0.726494312286377,0.51,1,Act of Valor,2012,12000000.0,82499399.0,6.874949916666667,correct,4.874949916666667
75780,1,5,0.9731780290603638,0.57,1,Jack Reacher,2012,60000000.0,218300000.0,3.638333333333333,correct,1.6383333333333332
76025,0,4,0.5777541995048523,0.51,1,Shame,2011,6500000.0,3909002.0,0.601384923076923,false_positive,1.398615076923077
76163,1,1,0.6872429847717285,0.56,1,The Expendables 2,2012,100000000.0,314975955.0,3.14975955,correct,1.1497595500000002
76203,1,3,0.8413220047950745,0.53,1,12 Years a Slave,2013,20000000.0,187000000.0,9.35,correct,7.35
76338,1,4,0.9232640266418456,0.51,1,Thor: The Dark World,2013,170000000.0,644783140.0,3.792842,correct,1.7928419999999998
76341,1,3,0.9224447011947632,0.53,1,Mad Max: Fury Road,2015,150000000.0,378858340.0,2.5257222666666665,correct,0.5257222666666665
76492,1,1,0.892245352268219,0.56,1,Hotel Transylvania,2012,85000000.0,358375603.0,4.216183564705882,correct,2.216183564705882
76493,1,1,0.4929770529270172,0.56,0,The Dictator,2012,65000000.0,179379533.0,2.759685123076923,false_negative,0.759685123076923
76600,1,2,0.8482653498649597,0.54,1,Avatar: The Way of Water,2022,460000000.0,2334484620.0,5.074966565217391,correct,3.074966565217391
76726,1,1,0.8732713460922241,0.56,1,Chronicle,2012,15000000.0,145000000.0,9.666666666666666,correct,7.666666666666666
76757,0,4,0.7345098257064819,0.51,1,Jupiter Ascending,2015,176000000.0,184000000.0,1.0454545454545454,false_positive,0.9545454545454546
77174,0,1,0.6415666341781616,0.56,1,ParaNorman,2012,60000000.0,107307220.0,1.7884536666666666,false_positive,0.2115463333333334
77338,1,2,0.924814224243164,0.54,1,The Intouchables,2011,13000000.0,426590315.0,32.814639615384614,correct,30.814639615384614
77805,0,3,0.3271937966346741,0.53,0,Lovelace,2013,10000000.0,1585582.0,0.1585582,correct,1.8414418
77950,1,2,0.7899698615074158,0.54,1,Turbo,2013,135000000.0,282570682.0,2.093116162962963,correct,0.09311616296296288
80274,0,5,0.3238913118839264,0.57,0,Ender's Game,2013,110000000.0,125537191.0,1.1412471909090909,correct,0.8587528090909091
80278,1,4,0.8680359125137329,0.51,1,The Impossible,2012,45000000.0,198100000.0,4.402222222222222,correct,2.402222222222222
80321,1,3,0.9679968953132628,0.53,1,Madagascar 3: Europe's Most Wanted,2012,145000000.0,746921274.0,5.1511812,correct,3.1511812
81005,0,4,0.206157311797142,0.51,0,Jack the Giant Slayer,2013,195000000.0,197700000.0,1.0138461538461538,correct,0.9861538461538462
81188,1,1,0.3171099424362182,0.56,0,Rise of the Guardians,2012,145000000.0,306941670.0,2.116839103448276,false_negative,0.11683910344827586
82507,1,3,0.8742334246635437,0.53,1,Sinister,2012,3000000.0,82515113.0,27.505037666666663,correct,25.505037666666663
82675,1,3,0.8793553113937378,0.53,1,Taken 2,2012,45000000.0,376100000.0,8.357777777777779,correct,6.357777777777779
82690,1,1,0.932263970375061,0.56,1,Wreck-It Ralph,2012,165000000.0,471222889.0,2.855896296969697,correct,0.8558962969696968
82693,1,4,0.9347960352897644,0.51,1,Silver Linings Playbook,2012,21000000.0,236412453.0,11.257735857142857,correct,9.257735857142857
82695,1,3,0.7543572187423706,0.53,1,Les Misérables,2012,61000000.0,442636309.0,7.256332934426229,correct,5.256332934426229
82702,1,2,0.8610670566558838,0.54,1,How to Train Your Dragon 2,2014,145000000.0,621537519.0,4.286465648275862,correct,2.286465648275862
82703,0,4,0.8757633566856384,0.51,1,Mr. Peabody & Sherman,2014,145000000.0,272912430.0,1.8821546896551724,false_positive,0.11784531034482759
83533,1,3,0.6797901391983032,0.53,1,Avatar: Fire and Ash,2025,350000000.0,1490477656.0,4.258507588571429,correct,2.2585075885714287
83542,0,1,0.1531155705451965,0.56,0,Cloud Atlas,2012,102000000.0,130482868.0,1.2792438039215686,correct,0.7207561960784314
83686,1,2,0.5584735870361328,0.54,1,The Words,2012,6000000.0,13231461.0,2.2052435,correct,0.2052434999999999
84892,1,2,0.8960394859313965,0.54,1,The Perks of Being a Wallflower,2012,13000000.0,33384127.0,2.5680097692307693,correct,0.5680097692307693
86834,1,3,0.6158311367034912,0.53,1,Noah,2014,125000000.0,362600000.0,2.9008,correct,0.9007999999999998
87101,1,1,0.9421182870864868,0.56,1,Terminator Genisys,2015,155000000.0,440603537.0,2.842603464516129,correct,0.8426034645161291
87421,1,4,0.823553740978241,0.51,1,Riddick,2013,38000000.0,98337295.0,2.587823552631579,correct,0.5878235526315789
87428,0,5,0.6773805618286133,0.57,1,That's My Boy,2012,70000000.0,57719093.0,0.8245584714285714,false_positive,1.1754415285714286
87502,1,3,0.9276376962661744,0.53,1,Flight,2012,31000000.0,161772575.0,5.218470161290322,correct,3.2184701612903224
87827,1,1,0.882267951965332,0.56,1,Life of Pi,2012,120000000.0,609016565.0,5.0751380416666665,correct,3.0751380416666665
88751,1,3,0.9130626916885376,0.53,1,Journey to the Center of the Earth,2008,45000000.0,101702060.0,2.2600457777777776,correct,0.2600457777777776
91314,1,2,0.8370824456214905,0.54,1,Transformers: Age of Extinction,2014,210000000.0,1105261713.0,5.2631510142857145,correct,3.2631510142857145
91586,1,2,0.9575948119163512,0.54,1,Insidious: Chapter 2,2013,5000000.0,161921515.0,32.384303,correct,30.384303000000003
93456,1,3,0.9532854557037354,0.53,1,Despicable Me 2,2013,76000000.0,970766005.0,12.773236907894736,correct,10.773236907894736
94329,1,3,0.8507176637649536,0.53,1,The Raid,2012,1100000.0,9148519.0,8.316835454545455,correct,6.316835454545455
96721,1,3,0.6901400685310364,0.53,1,Rush,2013,38000000.0,90200000.0,2.373684210526316,correct,0.37368421052631584
97020,1,4,0.5039703249931335,0.51,0,RoboCop,2014,120000000.0,242688965.0,2.0224080416666665,false_negative,0.022408041666666545
97630,1,2,0.8178799152374268,0.54,1,Zero Dark Thirty,2012,40000000.0,132800000.0,3.32,correct,1.3199999999999998
98566,1,5,0.9519294500350952,0.57,1,Teenage Mutant Ninja Turtles,2014,125000000.0,485004754.0,3.880038032,correct,1.8800380319999999
99861,1,4,0.942778468132019,0.51,1,Avengers: Age of Ultron,2015,235000000.0,1405403694.0,5.98044125106383,correct,3.98044125106383
100042,1,2,0.9715075492858888,0.54,1,Dumb and Dumber To,2014,40000000.0,169837010.0,4.24592525,correct,2.24592525
100402,1,1,0.8869946002960205,0.56,1,Captain America: The Winter Soldier,2014,170000000.0,714766572.0,4.204509247058824,correct,2.204509247058824
101299,1,2,0.969862461090088,0.54,1,The Hunger Games: Catching Fire,2013,130000000.0,865011746.0,6.653936507692308,correct,4.653936507692308
102382,1,2,0.8832800984382629,0.54,1,The Amazing Spider-Man 2,2014,200000000.0,716934779.0,3.584673895,correct,1.5846738949999999
102651,1,1,0.8958455324172974,0.56,1,Maleficent,2014,180000000.0,758539785.0,4.214109916666667,correct,2.2141099166666667
102899,1,2,0.9746732115745544,0.54,1,Ant-Man,2015,130000000.0,519311965.0,3.9947074230769233,correct,1.9947074230769233
103663,1,4,0.71137934923172,0.51,1,The Hunt,2012,3800000.0,18300000.0,4.815789473684211,correct,2.8157894736842106
105864,0,3,0.6580982208251953,0.53,1,The Good Dinosaur,2015,175000000.0,332207671.0,1.8983295485714289,false_positive,0.10167045142857112
106646,1,2,0.8569546937942505,0.54,1,The Wolf of Wall Street,2013,100000000.0,407038432.0,4.07038432,correct,2.0703843199999996
107846,1,3,0.9196263551712036,0.53,1,Escape Plan,2013,50000000.0,137328301.0,2.74656602,correct,0.7465660199999999
107985,1,2,0.8821763396263123,0.54,1,The World's End,2013,20000000.0,46100000.0,2.305,correct,0.30500000000000016
109091,1,4,0.6741089820861816,0.51,1,The Counselor,2013,25000000.0,71009334.0,2.84037336,correct,0.8403733600000001
109414,1,4,0.9010274410247804,0.51,1,This Is the End,2013,32000000.0,126041322.0,3.9387913125,correct,1.9387913124999998
109418,1,4,0.978684902191162,0.51,1,Grown Ups 2,2013,80000000.0,247022278.0,3.087778475,correct,1.087778475
109424,1,5,0.6870272159576416,0.57,1,Captain Phillips,2013,55000000.0,218791811.0,3.9780329272727273,correct,1.9780329272727273
109428,1,2,0.8952803611755371,0.54,1,Evil Dead,2013,17000000.0,99010045.0,5.824120294117647,correct,3.8241202941176473
109431,1,3,0.8280521631240845,0.53,1,Identity Thief,2013,35000000.0,173965010.0,4.970428857142857,correct,2.970428857142857
109439,1,2,0.9115576148033142,0.54,1,The Hangover Part III,2013,103000000.0,362000072.0,3.514563805825243,correct,1.5145638058252429
109445,1,2,0.9240838885307312,0.54,1,Frozen,2013,150000000.0,1274219009.0,8.494793393333333,correct,6.4947933933333335
109451,1,1,0.894340991973877,0.56,1,Cloudy with a Chance of Meatballs 2,2013,78000000.0,248384621.0,3.184418217948718,correct,1.1844182179487182
110415,1,2,0.6072646975517273,0.54,1,Snowpiercer,2013,39200000.0,86758912.0,2.2132375510204083,correct,0.2132375510204083
111190,0,2,0.2944677770137787,0.54,0,Adoration,2013,16000000.0,1600000.0,0.1,correct,1.9
114150,1,3,0.9643531441688538,0.53,1,Pitch Perfect,2012,17000000.0,115647737.0,6.80280805882353,correct,4.80280805882353
116149,1,5,0.8910292387008667,0.57,1,Paddington,2014,55000000.0,333960862.0,6.0720156727272725,correct,4.0720156727272725
116711,1,1,0.7011438012123108,0.56,1,Epic,2013,100000000.0,268426634.0,2.68426634,correct,0.6842663400000002
116745,1,1,0.6488981246948242,0.56,1,The Secret Life of Walter Mitty,2013,90000000.0,188133322.0,2.0903702444444443,correct,0.0903702444444443
117251,0,1,0.4413273930549621,0.56,0,White House Down,2013,150000000.0,205366737.0,1.36911158,correct,0.63088842
117263,1,4,0.9541328549385072,0.51,1,Olympus Has Fallen,2013,70000000.0,170270201.0,2.4324314428571427,correct,0.43243144285714274
118340,1,4,0.9768747091293336,0.51,1,Guardians of the Galaxy,2014,170000000.0,772776600.0,4.545744705882353,correct,2.5457447058823526
119450,1,3,0.9443352818489076,0.53,1,Dawn of the Planet of the Apes,2014,170000000.0,710644566.0,4.180262152941176,correct,2.180262152941176
120467,1,4,0.8299711346626282,0.51,1,The Grand Budapest Hotel,2014,30000000.0,174600318.0,5.8200106,correct,3.8200106
122906,1,5,0.8983307480812073,0.57,1,About Time,2013,12000000.0,87100449.0,7.25837075,correct,5.25837075
122917,1,1,0.8522839546203613,0.56,1,The Hobbit: The Battle of the Five Armies,2014,250000000.0,956019788.0,3.824079152,correct,1.824079152
123553,0,4,0.2474586814641952,0.51,0,The Mortal Instruments: City of Bones,2013,60000000.0,95396573.0,1.5899428833333331,correct,0.4100571166666669
124905,1,4,0.9564294219017028,0.51,1,Godzilla,2014,160000000.0,524978362.0,3.2811147625,correct,1.2811147625000001
126889,1,5,0.90316504240036,0.57,1,Alien: Covenant,2017,97000000.0,240891763.0,2.483420237113402,correct,0.483420237113402
127380,1,5,0.9390734434127808,0.57,1,Finding Dory,2016,200000000.0,1029266989.0,5.146334945,correct,3.1463349450000004
127585,1,5,0.940286099910736,0.57,1,X-Men: Days of Future Past,2014,250000000.0,748045700.0,2.9921828,correct,0.9921828000000001
131631,1,1,0.8818197846412659,0.56,1,The Hunger Games: Mockingjay - Part 1,2014,125000000.0,755356711.0,6.042853688,correct,4.042853688
131634,1,5,0.93937087059021,0.57,1,The Hunger Games: Mockingjay - Part 2,2015,160000000.0,653428261.0,4.08392663125,correct,2.0839266312499998
132232,1,5,0.7685095071792603,0.57,1,Mama,2013,15000000.0,146428180.0,9.761878666666666,correct,7.761878666666666
132344,1,2,0.8051904439926147,0.54,1,Before Midnight,2013,3000000.0,11176469.0,3.725489666666667,correct,1.7254896666666668
135397,1,5,0.9440540075302124,0.57,1,Jurassic World,2015,150000000.0,1671537444.0,11.14358296,correct,9.14358296
136418,0,1,0.4292640089988708,0.56,0,Hummingbird,2013,20000000.0,8352885.0,0.41764425,correct,1.58235575
136797,1,5,0.287956565618515,0.57,0,Need for Speed,2014,66000000.0,203277636.0,3.0799641818181818,false_negative,1.0799641818181818
136799,1,4,0.9508934617042542,0.51,1,Trolls,2016,125000000.0,347337803.0,2.778702424,correct,0.778702424
137106,1,2,0.96038419008255,0.54,1,The Lego Movie,2014,60000000.0,470759687.0,7.845994783333333,correct,5.845994783333333
137113,1,1,0.6922757029533386,0.56,1,Edge of Tomorrow,2014,178000000.0,370541256.0,2.081692449438202,correct,0.08169244943820209
138103,1,3,0.8147114515304565,0.53,1,The Expendables 3,2014,95000000.0,214657577.0,2.259553442105263,correct,0.259553442105263
138832,1,4,0.9161403775215148,0.51,1,We're the Millers,2013,37000000.0,270000000.0,7.297297297297297,correct,5.297297297297297
138843,1,4,0.9838531017303468,0.51,1,The Conjuring,2013,13000000.0,321293998.0,24.714922923076923,correct,22.714922923076923
139038,1,3,0.7345031499862671,0.53,1,A Haunted House,2013,2500000.0,60141683.0,24.0566732,correct,22.0566732
140300,1,1,0.9056666493415833,0.56,1,Kung Fu Panda 3,2016,145000000.0,521170825.0,3.594281551724138,correct,1.594281551724138
140607,1,4,0.9526720643043518,0.51,1,Star Wars: The Force Awakens,2015,245000000.0,2068223624.0,8.44172907755102,correct,6.44172907755102
141052,1,1,0.2319768667221069,0.56,0,Justice League,2017,300000000.0,661326987.0,2.20442329,false_negative,0.2044232899999998
146233,1,5,0.8341428637504578,0.57,1,Prisoners,2013,46000000.0,122127446.0,2.654944478260869,correct,0.6549444782608691
147441,0,5,0.2162232547998428,0.57,0,Exodus: Gods and Kings,2014,140000000.0,268031828.0,1.9145130571428568,correct,0.0854869428571432
150540,1,5,0.9802313446998596,0.57,1,Inside Out,2015,175000000.0,857611174.0,4.90063528,correct,2.9006352800000004
150689,1,3,0.6954692006111145,0.53,1,Cinderella,2015,95000000.0,543514353.0,5.721203715789474,correct,3.721203715789474
152584,1,5,0.7203759551048279,0.57,1,Blue Is the Warmest Color,2013,4300000.0,19796489.0,4.60383465116279,correct,2.6038346511627903
152601,1,5,0.9342397451400756,0.57,1,Her,2013,23000000.0,47351251.0,2.058750043478261,correct,0.05875004347826085
153518,1,4,0.9775671362876892,0.51,1,The Angry Birds Movie,2016,73000000.0,349779543.0,4.791500589041096,correct,2.791500589041096
156022,1,2,0.8927973508834839,0.54,1,The Equalizer,2014,55000000.0,192330738.0,3.496922509090909,correct,1.496922509090909
157336,1,5,0.8210080862045288,0.57,1,Interstellar,2014,165000000.0,746606706.0,4.524889127272727,correct,2.5248891272727274
157350,1,2,0.9221351146697998,0.54,1,Divergent,2014,85000000.0,288885818.0,3.398656682352941,correct,1.3986566823529412
157386,1,5,0.2726794183254242,0.57,0,The Spectacular Now,2013,2500000.0,6854611.0,2.7418444,false_negative,0.7418444000000002
158015,1,2,0.5509040355682373,0.54,1,The Purge,2013,3000000.0,91266581.0,30.422193666666665,correct,28.422193666666665
158852,0,5,0.4578040838241577,0.57,0,Tomorrowland,2015,190000000.0,209200000.0,1.1010526315789473,correct,0.8989473684210527
159824,1,2,0.9649670124053956,0.54,1,Hotel Transylvania 2,2015,80000000.0,473200000.0,5.915,correct,3.915
166426,1,3,0.8723735809326172,0.53,1,Pirates of the Caribbean: Dead Men Tell No Tales,2017,230000000.0,795922298.0,3.4605317304347825,correct,1.4605317304347825
166428,1,5,0.9474921822547911,0.57,1,How to Train Your Dragon: The Hidden World,2019,129000000.0,539987993.0,4.185953434108527,correct,2.1859534341085274
168259,1,4,0.9170230627059937,0.51,1,Furious 7,2015,190000000.0,1515400000.0,7.975789473684211,correct,5.975789473684211
172385,1,5,0.9785126447677612,0.57,1,Rio 2,2014,103000000.0,498781117.0,4.842535116504855,correct,2.8425351165048554
177572,1,3,0.6103241443634033,0.53,1,Big Hero 6,2014,165000000.0,657870525.0,3.987094090909091,correct,1.9870940909090908
177677,1,2,0.9706798195838928,0.54,1,Mission: Impossible - Rogue Nation,2015,150000000.0,682716636.0,4.55144424,correct,2.5514442400000004
180299,0,4,0.9627771377563475,0.51,1,The Raid 2,2014,4500000.0,6566916.0,1.4593146666666668,false_positive,0.5406853333333332
181533,1,5,0.8363540172576904,0.57,1,Night at the Museum: Secret of the Tomb,2014,127000000.0,363204635.0,2.859879015748032,correct,0.859879015748032
181808,1,5,0.9095754623413086,0.57,1,Star Wars: The Last Jedi,2017,300000000.0,1334407706.0,4.448025686666667,correct,2.448025686666667
181812,1,5,0.7682952880859375,0.57,1,Star Wars: The Rise of Skywalker,2019,489900000.0,1074144248.0,2.192578583384364,correct,0.19257858338436407
181886,0,5,0.4684528708457947,0.57,0,Enemy,2014,3500000.0,3396726.0,0.9704931428571428,correct,1.0295068571428572
184315,1,5,0.3962661325931549,0.57,0,Hercules,2014,100000000.0,244819862.0,2.44819862,false_negative,0.4481986199999999
184345,1,4,0.7878851294517517,0.51,1,A Haunted House 2,2014,4000000.0,25343661.0,6.33591525,correct,4.33591525
187017,1,1,0.8640123009681702,0.56,1,22 Jump Street,2014,50000000.0,331333876.0,6.62667752,correct,4.62667752
188161,1,3,0.7625014185905457,0.53,1,A Million Ways to Die in the West,2014,40000000.0,86400000.0,2.16,correct,0.16000000000000014
188927,0,4,0.8867759704589844,0.51,1,Star Trek Beyond,2016,185000000.0,343471816.0,1.8566044108108108,false_positive,0.14339558918918915
190859,1,1,0.6999726891517639,0.56,1,American Sniper,2014,58800000.0,542300000.0,9.22278911564626,correct,7.222789115646259
193610,1,3,0.9448050260543824,0.53,1,The Other Woman,2014,40000000.0,196800000.0,4.92,correct,2.92
193756,1,5,0.8116170167922974,0.57,1,Lone Survivor,2013,40000000.0,149295601.0,3.732390025,correct,1.732390025
193893,1,1,0.8307453393936157,0.56,1,Let's Be Cops,2014,17000000.0,136600000.0,8.035294117647059,correct,6.035294117647059
194662,1,1,0.8955090641975403,0.56,1,Birdman or (The Unexpected Virtue of Ignorance),2014,18000000.0,103215094.0,5.734171888888889,correct,3.7341718888888886
197796,0,1,0.8009621500968933,0.56,1,Beauty and the Beast,2014,33000000.0,47430624.0,1.4372916363636363,false_positive,0.5627083636363637
